"","Date","Bitcoin_Price","Bitcoin_Vol.","Ethereum_Price","Ethereum_Vol.","Eth_Price_Level","Bit_Price_Level","Eth_Classification","Bit_Classification","btc_weekly_return","btc_weekly_change","Bit_Class_Binary"
"1",2019-02-04,3462.8,503920,107.9,5020000,"Low","Low","Low","Low",NA,NA,0
"2",2019-02-05,3468.4,460950,107.37,4670000,"Low","Low","Low","Low",NA,NA,0
"3",2019-02-06,3404.3,514210,104.63,6150000,"Low","Low","Low","Low",NA,NA,0
"4",2019-02-07,3397.7,471360,104.55,5050000,"Low","Low","Low","Low",NA,NA,0
"5",2019-02-08,3661.7,699230,119.23,9190000,"Low","Low","Low","Low",NA,NA,0
"6",2019-02-11,3631.8,517280,121.3,6130000,"Low","Low","Low","Low",NA,NA,0
"7",2019-02-12,3632,545820,122.64,5740000,"Low","Low","Low","Low",NA,NA,0
"8",2019-02-13,3611.5,558020,122.22,6170000,"Low","Low","Low","Low",0.0429421277578836,147.7,0
"9",2019-02-14,3592.6,498140,120.97,5810000,"Low","Low","Low","Low",0.0358090185676392,123.2,0
"10",2019-02-15,3604.7,516210,121.73,5690000,"Low","Low","Low","Low",0.0588667273742032,199.4,0
"11",2019-02-19,3914.3,1440000,144.01,9900000,"Low","Low","Low","Low",0.152044029784855,515.6,0
"12",2019-02-20,3972.4,698010,149.11,8610000,"Low","Low","Low","Low",0.0848512985771637,309.7,0
"13",2019-02-21,3936.6,668160,145.78,7210000,"Low","Low","Low","Low",0.083925326284487,303.8,0
"14",2019-02-22,3965.2,649550,147.97,6790000,"Low","Low","Low","Low",0.0917400881057269,332.2,0
"15",2019-02-25,3833.7,765870,138.27,10550000,"Low","Low","Low","Low",0.061525681849647,221.2,0
"16",2019-02-26,3810.3,2090000,136.67,11750000,"Low","Low","Low","Low",0.0605967822746758,216.7,0
"17",2019-02-27,3814.6,2820000,135.2,16110000,"Low","Low","Low","Low",0.0582295336643825,208.9,0
"18",2019-02-28,3816.6,2310000,135.47,16080000,"Low","Low","Low","Low",-0.0249597629205733,-98.7000000000003,0
"19",2019-03-01,3821.9,1740000,135.72,9730000,"Low","Low","Low","Low",-0.0378864162722787,-151.5,0
"20",2019-03-04,3715.9,2850000,125.97,14110000,"Low","Low","Low","Low",-0.0560636081898084,-221.7,0
"21",2019-03-05,3857.2,3820000,136.82,16740000,"Low","Low","Low","Low",-0.0272369615656209,-109,0
"22",2019-03-06,3863,2520000,137.62,14700000,"Low","Low","Low","Low",0.00764274721548386,28.3000000000002,0
"23",2019-03-07,3875.1,2600000,136.93,13290000,"Low","Low","Low","Low",0.0170065349185102,63.7999999999997,0
"24",2019-03-08,3865.9,2960000,133.85,12380000,"Low","Low","Low","Low",0.0134483301001416,50.3000000000002,0
"25",2019-03-11,3870.3,3190000,132.99,11170000,"Low","Low","Low","Low",0.0140701147618301,52.7000000000003,0
"26",2019-03-12,3886,2900000,133.8,13030000,"Low","Low","Low","Low",0.0167717627358119,63.0999999999999,0
"27",2019-03-13,3865.1,2280000,131.97,9590000,"Low","Low","Low","Low",0.0401517801878415,148.2,0
"28",2019-03-14,3879,2860000,132.45,9790000,"Low","Low","Low","Low",0.00565176812195389,20.8000000000002,0
"29",2019-03-15,3924.3,3110000,136.75,12550000,"Low","Low","Low","Low",0.0158684959875746,60.3000000000002,0
"30",2019-03-18,3990.2,2620000,137.92,12870000,"Low","Low","Low","Low",0.0297024592913731,114.1,0
"31",2019-03-19,4017,2990000,138.72,10840000,"Low","Low","Low","Low",0.0390853358855634,150.1,0
"32",2019-03-20,4041.2,3180000,139.31,10460000,"Low","Low","Low","Low",0.0441567837118568,169.9,0
"33",2019-03-21,3982.2,3880000,135.11,12950000,"Low","Low","Low","Low",0.0247555326814204,95.1999999999998,0
"34",2019-03-22,3990.4,2830000,136.42,10180000,"Low","Low","Low","Low",0.0324183074176607,124.3,0
"35",2019-03-25,3937,2860000,134.25,11490000,"Low","Low","Low","Low",0.0149523072956947,57,0
"36",2019-03-26,3942.8,2530000,134.37,9470000,"Low","Low","Low","Low",0.00471421654817417,17.5,0
"37",2019-03-27,4041.7,2780000,139.65,15470000,"Low","Low","Low","Low",0.0129066212219939,50.5,0
"38",2019-03-28,4025.6,2110000,138.15,9520000,"Low","Low","Low","Low",0.0021409011700273,7.59999999999991,0
"39",2019-03-29,4102.2,3300000,143.38,12090000,"Low","Low","Low","Low",0.0150945263783036,60,0
"40",2019-04-01,4145.1,3220000,141.5,11850000,"Low","Low","Low","Low",0.0409070363115867,161.900000000001,0
"41",2019-04-02,4859.3,14770000,163.47,36030000,"Low","Low","Low","Low",0.217747594226143,867.9,0
"42",2019-04-03,4968.7,13830000,160.34,47660000,"Low","Low","Low","Low",0.262052324104648,1030.7,0
"43",2019-04-04,4902.4,1050000,157.43,13550000,"Low","Low","Low","Low",0.24338033884549,958.599999999999,0
"44",2019-04-05,5010.2,851720,164.93,10060000,"Low","Low","Low","Low",0.239626889675137,967.5,0
"45",2019-04-08,5245.2,928230,179.16,14830000,"Low","Low","Low","Low",0.302961049284579,1218.6,0
"46",2019-04-09,5158.4,784620,175.09,10820000,"Low","Low","Low","Low",0.257471600604554,1055.2,0
"47",2019-04-10,5307.8,837510,177.37,12100000,"Low","Low","Low","Low",0.280499867313213,1161.7,0
"48",2019-04-11,5022.6,943490,164.36,11110000,"Low","Low","Low","Low",0.0336056633671518,162.3,0
"49",2019-04-12,5054.2,779140,163.47,7120000,"Low","Low","Low","Low",0.0172077203292611,84.5,0
"50",2019-04-15,5032.3,688200,160.17,7710000,"Low","Low","Low","Low",0.0264972258485641,128.900000000001,0
"51",2019-04-16,5180.9,631050,165.65,7660000,"Low","Low","Low","Low",0.0340704961877769,169.7,0
"52",2019-04-17,5208.3,806520,165.9,7560000,"Low","Low","Low","Low",-0.00703500343170893,-37.8999999999996,0
"53",2019-04-18,5264.7,727970,173.33,10160000,"Low","Low","Low","Low",0.0206071650124069,105.3,0
"54",2019-04-22,5346.7,920770,170.87,8620000,"Low","Low","Low","Low",0.00732883680620966,37.8999999999996,0
"55",2019-04-23,5511.6,9e+05,169.95,10170000,"Low","Low","Low","Low",0.0973599331023773,488,0
"56",2019-04-24,5415.6,994040,165.22,11610000,"Low","Low","Low","Low",0.0715048870246529,360.400000000001,0
"57",2019-04-25,5209.1,955360,155.18,10780000,"Low","Low","Low","Low",0.0351330405579955,175.8,0
"58",2019-04-26,5298.3,1030000,157.97,11520000,"Low","Low","Low","Low",0.0226601555714259,116.400000000001,0
"59",2019-04-29,5235,775820,154.93,10690000,"Low","Low","Low","Low",0.00512643280917002,25.6999999999998,0
"60",2019-04-30,5320.8,697420,161.8,9570000,"Low","Low","Low","Low",0.0106558778277965,55.1000000000004,0
"61",2019-05-01,5384.2,623640,160.38,7740000,"Low","Low","Low","Low",0.00701367198458858,36.5,0
"62",2019-05-02,5493.8,722230,161.66,8130000,"Low","Low","Low","Low",-0.00322955221714205,-18.8000000000002,0
"63",2019-05-03,5766.8,1040000,167.86,10230000,"Low","Low","Low","Low",0.0648496934781002,350.2,0
"64",2019-05-06,5745.1,755390,173,12970000,"Low","Low","Low","Low",0.102896853583152,535,0
"65",2019-05-07,5849.5,955880,169.34,15230000,"Low","Low","Low","Low",0.104033369193892,550.2,0
"66",2019-05-08,5990.3,757130,170.77,9750000,"Low","Low","Low","Low",0.144278892072588,754.3,0
"67",2019-05-09,6191.5,799960,170.84,10030000,"Low","Low","Low","Low",0.163640805893851,869.7,0
"68",2019-05-10,6386,907940,172.77,12730000,"Low","Low","Low","Low",0.186062924854203,1000.8,0
"69",2019-05-13,7806,1200000,196.02,14800000,"Low","Low","Low","Low",0.420874440278132,2311.2,0
"70",2019-05-14,7994.6,1330000,217.42,16800000,"Low","Low","Low","Low",0.386314767288618,2226.8,0
"71",2019-05-15,8164.6,1130000,248.15,18660000,"Low","Low","Low","Low",0.421141494490958,2418.5,0
"72",2019-05-16,7871.8,1180000,264.69,25140000,"Low","Low","Low","Low",0.345721856568938,2021.3,0
"73",2019-05-17,7359.5,1430000,244.45,22540000,"Low","Low","Low","Low",0.228569520725172,1368.2,0
"74",2019-05-20,7965.3,958810,250.72,12380000,"Low","Low","Low","Low",0.286489542114189,1772.8,0
"75",2019-05-21,7930.3,804880,253.76,10240000,"Low","Low","Low","Low",0.241825869088631,1543.3,0
"76",2019-05-22,7635.7,821400,244.34,10830000,"Low","Low","Low","Low",-0.0218165513707405,-171.3,0
"77",2019-05-23,7852.1,815140,244.68,13070000,"Low","Low","Low","Low",-0.0178245315588021,-143.5,0
"78",2019-05-24,7970.1,868470,249.17,10070000,"Low","Low","Low","Low",-0.0238223550449501,-195.5,0
"79",2019-05-28,8716.3,763200,271.18,9350000,"Low","Low","Low","Low",0.107281689067303,843.499999999999,0
"80",2019-05-29,8647.8,15430000,268.61,22330000,"Low","Low","Low","Low",0.175052653033494,1287.3,0
"81",2019-05-30,8271.9,1040000,254.52,15520000,"Low","Low","Low","Low",0.0384919588716055,305.599999999999,0
"82",2019-05-31,8558.3,858410,267.99,11630000,"Low","Low","Low","Low",0.0791899423729241,626.999999999999,0
"83",2019-06-03,8124.8,739450,250.37,9230000,"Low","Low","Low","Low",0.0640543761541181,488.1,0
"84",2019-06-04,7685.5,966950,241.26,11390000,"Low","Low","Low","Low",-0.021217253983011,-167.6,0
"85",2019-06-05,7779.1,762940,245.83,8640000,"Low","Low","Low","Low",-0.0239645675712977,-192,0
"86",2019-06-06,7784.9,651820,248.54,7720000,"Low","Low","Low","Low",-0.106857267418515,-932.4,0
"87",2019-06-07,7985.2,588870,248.98,7410000,"Low","Low","Low","Low",-0.0766206434006337,-663.599999999999,0
"88",2019-06-10,7987.8,641380,246.86,8390000,"Low","Low","Low","Low",-0.0343451927610343,-285.099999999999,0
"89",2019-06-11,7888,579000,244.41,6920000,"Low","Low","Low","Low",-0.0783216292955375,-671.299999999999,0
"90",2019-06-12,8133.1,607890,261.54,7890000,"Low","Low","Low","Low",0.00102156360771954,7.30000000000018,0
"91",2019-06-13,8219,574210,254.86,7300000,"Low","Low","Low","Low",0.0694164335436862,532.5,0
"92",2019-06-14,8656.1,643170,262.53,6870000,"Low","Low","Low","Low",0.112737977400985,876,0
"93",2019-06-17,9318.8,738800,273,7410000,"Low","Low","Low","Medium",0.197035286259297,1532.9,0
"94",2019-06-18,9080.6,723170,264.59,7390000,"Low","Low","Low","Low",0.137178780744377,1094.4,0
"95",2019-06-19,9255.4,587570,268.26,6230000,"Low","Low","Low","Medium",0.158692005308095,1266.6,0
"96",2019-06-20,9517,693620,271.43,7040000,"Low","Low","Low","Medium",0.206516227180527,1628,0
"97",2019-06-21,10179.3,769120,294.72,11060000,"Low","Low","Medium","Medium",0.251589184935633,2045.2,0
"98",2019-06-24,11046.4,566960,311.46,7100000,"Low","Low","Medium","Medium",0.344007786835381,2826.4,0
"99",2019-06-25,11809.9,781090,317.65,8510000,"Low","Low","Medium","Medium",0.364344219683229,3152.8,0
"100",2019-06-26,13063.8,1480000,338.54,15730000,"Low","Medium","Medium","Medium",0.401875777997167,3744,0
"101",2019-06-27,11287.8,1590000,297.55,16130000,"Low","Low","Medium","Medium",0.243067638702288,2206.2,0
"102",2019-06-28,12409.1,1090000,310.56,9930000,"Low","Medium","Medium","Medium",0.340741621107678,3152.7,0
"103",2019-07-01,10616.6,1040000,294.83,9570000,"Low","Low","Medium","Medium",0.115540611537249,1098.6,0
"104",2019-07-02,10835.9,1120000,291.41,10300000,"Low","Low","Medium","Medium",0.064503453086165,655.6,0
"105",2019-07-03,11900.8,998730,300.58,7900000,"Low","Medium","Medium","Medium",0.0773464658169176,853.4,0
"106",2019-07-05,10970.2,772670,287.15,7800000,"Low","Low","Medium","Medium",-0.0711013641097722,-840.699999999999,0
"107",2019-07-08,12252.6,695600,312.23,8500000,"Low","Medium","Medium","Medium",-0.062095255591788,-812.199999999999,0
"108",2019-07-09,12541.5,847840,307.41,9130000,"Low","Medium","Medium","Medium",0.11106681549992,1252.7,0
"109",2019-07-10,12110.6,1110000,289.1,12440000,"Low","Medium","Medium","Medium",-0.0240549274322875,-299.5,0
"110",2019-07-11,11342.3,943130,268.72,11360000,"Low","Low","Low","Medium",0.0683552173012074,724.699999999999,0
"111",2019-07-12,11762.1,738170,274.68,7950000,"Low","Low","Low","Medium",0.0854751335837356,925.200000000001,0
"112",2019-07-15,10845.9,956520,228.49,14590000,"Low","Low","Low","Medium",-0.0886410997579994,-1055.9,0
"113",2019-07-16,9424.8,1050000,198.87,14520000,"Low","Low","Low","Medium",-0.140872545623599,-1546.4,0
"114",2019-07-17,9723.2,1030000,210.95,13510000,"Low","Low","Low","Medium",-0.206437817279598,-2530.4,0
"115",2019-07-18,10651.4,974490,225.23,12650000,"Low","Low","Low","Medium",-0.150707650600008,-1891.1,0
"116",2019-07-19,10571.5,727790,220.09,9380000,"Low","Low","Low","Medium",-0.127087014681354,-1540.1,0
"117",2019-07-22,10412.5,591270,217.27,8600000,"Low","Low","Low","Medium",-0.0819763187360588,-930.799999999999,0
"118",2019-07-23,9888.7,663380,211.87,8700000,"Low","Low","Low","Medium",-0.159274279252854,-1874.4,0
"119",2019-07-24,9804.3,639540,215.44,9720000,"Low","Low","Low","Medium",-0.0960362902110475,-1042.6,0
"120",2019-07-25,9945.3,545850,217.65,8420000,"Low","Low","Low","Medium",0.055226636108989,519.5,0
"121",2019-07-26,9831,493750,217.83,6960000,"Low","Low","Low","Medium",0.0110868849761394,106.799999999999,0
"122",2019-07-29,9580.9,510900,209.82,7200000,"Low","Low","Low","Medium",-0.10050322023396,-1071.5,0
"123",2019-07-30,9580.7,511510,208.49,7150000,"Low","Low","Low","Medium",-0.0937236910561414,-991.799999999999,0
"124",2019-07-31,10082,589840,217.23,7510000,"Low","Low","Low","Medium",-0.0317406962785114,-331.5,0
"125",2019-08-01,10380,608370,216.37,7090000,"Low","Low","Low","Medium",0.0496829714724887,490.299999999999,0
"126",2019-08-02,10520.1,578290,216.54,7560000,"Low","Low","Low","Medium",0.0730087818610203,714.800000000001,0
"127",2019-08-05,11816.8,769630,232.45,9790000,"Low","Low","Low","Medium",0.188179340995244,1870.5,0
"128",2019-08-06,11480.9,807580,225.63,9350000,"Low","Low","Low","Medium",0.167826263859221,1648.9,0
"129",2019-08-07,12013.9,702850,224.66,7900000,"Low","Medium","Low","Medium",0.25394274024361,2432,0
"130",2019-08-08,12191.6,592150,220.16,7540000,"Low","Medium","Low","Medium",0.272516621958729,2609.9,0
"131",2019-08-09,12089.8,558720,209.49,9660000,"Low","Medium","Low","Medium",0.19914699464392,2006.8,0
"132",2019-08-12,11394.2,391080,210.45,7940000,"Low","Low","Low","Medium",0.0977071290944125,1013.2,0
"133",2019-08-13,10892.9,540780,207.68,18290000,"Low","Low","Low","Medium",0.0354369255045104,371.799999999999,0
"134",2019-08-14,10049.4,745590,186.56,12460000,"Low","Low","Low","Medium",-0.149566718570171,-1768.4,0
"135",2019-08-15,10303.4,930050,187.8,14030000,"Low","Low","Low","Medium",-0.102561645864,-1178.5,0
"136",2019-08-16,10335.6,798670,184.55,11330000,"Low","Low","Low","Medium",-0.139696518199752,-1679.3,0
"137",2019-08-19,10910.7,519010,201.64,8140000,"Low","Low","Low","Medium",-0.105064142524361,-1281.9,0
"138",2019-08-20,10752.6,515470,196.14,10010000,"Low","Low","Low","Medium",-0.110605634501811,-1338.2,0
"139",2019-08-21,10141.5,717650,187.24,12980000,"Low","Low","Low","Medium",-0.109941900265047,-1253.7,0
"140",2019-08-22,10105,520750,190.29,9970000,"Low","Low","Low","Medium",-0.0723315186956641,-788.9,0
"141",2019-08-23,10388.7,436260,193.43,8560000,"Low","Low","Low","Medium",0.0337632097438654,338.300000000001,0
"142",2019-08-26,10371.8,568770,188.34,9020000,"Low","Low","Low","Medium",0.0066385853213502,67.3999999999996,0
"143",2019-08-27,10184.8,419810,186.58,7190000,"Low","Low","Low","Medium",-0.0145903479236814,-151.800000000001,0
"144",2019-08-28,9729.4,580290,172.85,9720000,"Low","Low","Low","Medium",-0.108269863528463,-1182.3,0
"145",2019-08-29,9491,509130,168.66,9550000,"Low","Low","Low","Medium",-0.117329762104049,-1262.6,0
"146",2019-08-30,9585.4,413920,168.16,7490000,"Low","Low","Low","Medium",-0.0548340975200907,-557.1,0
"147",2019-09-03,10612.3,578790,178.81,9030000,"Low","Low","Low","Medium",0.0502028698664028,506.299999999999,0
"148",2019-09-04,10568.2,504450,174.79,7550000,"Low","Low","Low","Medium",0.0172783890188377,178.5,0
"149",2019-09-05,10566.9,402090,173.83,7400000,"Low","Low","Low","Medium",0.0188106211072332,194.1,0
"150",2019-09-06,10309.3,643020,169.15,9980000,"Low","Low","Low","Medium",0.0122240986568218,123.5,0
"151",2019-09-09,10309,473760,180.65,9640000,"Low","Low","Low","Medium",0.059572018829527,578.6,0
"152",2019-09-10,10105.4,383220,180.05,8270000,"Low","Low","Low","Medium",0.064735012116742,613.4,0
"153",2019-09-11,10162.5,413060,178.47,10660000,"Low","Low","Low","Medium",0.0602061468483319,576.1,0
"154",2019-09-12,10415.1,413220,180.87,7190000,"Low","Low","Low","Medium",-0.0185822112077494,-198.199999999999,0
"155",2019-09-13,10342.1,365520,181.11,7680000,"Low","Low","Low","Medium",-0.0213943717946292,-227.1,0
"156",2019-09-16,10255.5,372530,197.32,10010000,"Low","Low","Low","Medium",-0.0294693808023166,-312.4,0
"157",2019-09-17,10195.7,321640,207.77,11690000,"Low","Low","Low","Medium",-0.0110191768597284,-114.599999999999,0
"158",2019-09-18,10164.7,318820,210.43,9780000,"Low","Low","Low","Medium",-0.0139974779319041,-145.299999999999,0
"159",2019-09-19,10250.5,542250,220.21,12420000,"Low","Low","Low","Medium",0.0143586597264829,144.1,0
"160",2019-09-20,10172.7,362070,218,9100000,"Low","Low","Low","Medium",0.00100369003690037,9.20000000000073,0
"161",2019-09-23,9702.2,431100,201.18,9650000,"Low","Low","Low","Medium",-0.0684486946836804,-713.9,0
"162",2019-09-24,8513.9,933160,166.29,19020000,"Low","Low","Low","Low",-0.176772609044585,-1829.2,0
"163",2019-09-25,8432.4,696110,168.92,13880000,"Low","Low","Low","Low",-0.177768026912388,-1824.1,0
"164",2019-09-26,8063.8,731030,164.56,11970000,"Low","Low","Low","Low",-0.209097953058642,-2132.9,0
"165",2019-09-27,8184.9,561400,173.19,10940000,"Low","Low","Low","Low",-0.194772103456078,-1980.8,0
"166",2019-09-30,8284.3,600260,180.35,11930000,"Low","Low","Low","Low",-0.191815033413004,-1967.2,0
"167",2019-10-01,8302.7,533950,175.78,11880000,"Low","Low","Low","Low",-0.183825336439687,-1871,0
"168",2019-10-02,8364.1,405860,180.27,8470000,"Low","Low","Low","Low",-0.137917173424584,-1339.1,0
"169",2019-10-03,8226.9,460970,174.54,8890000,"Low","Low","Low","Low",-0.0337095808031572,-288,0
"170",2019-10-04,8148.1,416920,175.65,8440000,"Low","Low","Low","Low",-0.0337151937763862,-285.299999999999,0
"171",2019-10-07,8198.6,604740,179.87,10950000,"Low","Low","Low","Low",0.0167166844415785,133.8,0
"172",2019-10-08,8182.9,469040,180.78,10260000,"Low","Low","Low","Low",-0.000244352405038506,-3,0
"173",2019-10-09,8566.7,636430,192.64,12430000,"Low","Low","Low","Low",0.0340885771881754,281.400000000001,0
"174",2019-10-10,8562.3,511460,191.1,10420000,"Low","Low","Low","Low",0.0312669372613725,258.599999999999,0
"175",2019-10-11,8267.8,667860,180.6,13310000,"Low","Low","Low","Low",-0.0115134921868463,-97.3000000000011,0
"176",2019-10-14,8353.3,505020,186.63,9910000,"Low","Low","Low","Low",0.0153642319707301,125.4,0
"177",2019-10-15,8167.2,469730,180.59,11450000,"Low","Low","Low","Low",0.00234410476061897,18.0999999999995,0
"178",2019-10-16,8000.4,538920,174.53,12280000,"Low","Low","Low","Low",-0.0241748591222892,-199.200000000001,0
"179",2019-10-17,8073.3,444950,177.31,9450000,"Low","Low","Low","Low",-0.0133937845995917,-110.599999999999,0
"180",2019-10-18,7948.5,505790,172.81,11270000,"Low","Low","Low","Low",-0.0721631433340727,-619.200000000001,0
"181",2019-10-21,8208.2,489400,174.18,9240000,"Low","Low","Low","Low",-0.0413557104983472,-355.099999999999,0
"182",2019-10-22,8031.4,570390,171.42,9860000,"Low","Low","Low","Low",-0.0285928542054718,-237.4,0
"183",2019-10-23,7477,892080,162.28,1.6e+07,"Low","Low","Low","Low",-0.104904648462284,-877.299999999999,0
"184",2019-10-24,7422.7,586490,160.73,11360000,"Low","Low","Low","Low",-0.0911573121755314,-745.5,0
"185",2019-10-25,8658.3,1180000,181.49,16190000,"Low","Low","Low","Low",0.0822333883305835,656.9,0
"186",2019-10-28,9207.2,1040000,181.67,12750000,"Low","Low","Low","Low",0.140450621183407,1132.9,0
"187",2019-10-29,9411.3,918480,190.45,14030000,"Low","Low","Low","Medium",0.184034723532742,1461.8,0
"188",2019-10-30,9157.9,789730,183.25,13670000,"Low","Low","Low","Low",0.115701371798933,948.699999999999,0
"189",2019-10-31,9152.6,798930,182.37,12940000,"Low","Low","Low","Low",0.139602061907015,1120.2,0
"190",2019-11-01,9230.1,689650,183.12,10780000,"Low","Low","Low","Medium",0.234465694797379,1752.1,0
"191",2019-11-04,9396.4,681010,185.85,11890000,"Low","Low","Low","Medium",0.265900548317997,1972.7,0
"192",2019-11-05,9310.8,653420,188.67,11780000,"Low","Low","Low","Medium",0.0753612140951456,651.5,0
"193",2019-11-06,9338.9,578030,191.28,11720000,"Low","Low","Low","Medium",0.0143040229385698,130.699999999999,0
"194",2019-11-07,9223.5,603540,186.94,11490000,"Low","Low","Low","Medium",-0.0199547352650536,-188.799999999999,0
"195",2019-11-08,8778.2,791790,184.03,11710000,"Low","Low","Low","Low",-0.0414614704244421,-380.699999999999,0
"196",2019-11-11,8736.9,601160,185.09,10260000,"Low","Low","Low","Low",-0.0454187881039269,-416.700000000001,0
"197",2019-11-12,8812.6,575160,186.99,9350000,"Low","Low","Low","Low",-0.045232446019003,-418.5,0
"198",2019-11-13,8783.1,454330,188.36,7770000,"Low","Low","Low","Low",-0.065269677748925,-614.299999999999,0
"199",2019-11-14,8661.2,515430,185.25,9570000,"Low","Low","Low","Low",-0.0697684409502941,-650.599999999999,0
"200",2019-11-15,8476.3,653710,180.19,11860000,"Low","Low","Low","Low",-0.0923663386480207,-863.6,0
"201",2019-11-18,8208.4,692600,178.5,9570000,"Low","Low","Low","Low",-0.110055835637231,-1016.1,0
"202",2019-11-19,8145.7,654270,176.09,9110000,"Low","Low","Low","Low",-0.0720534961609443,-633.500000000001,0
"203",2019-11-20,8099.3,607270,174.96,8390000,"Low","Low","Low","Low",-0.0729778296649841,-638.599999999999,0
"204",2019-11-21,7627.9,891500,161.46,13360000,"Low","Low","Low","Low",-0.13443251707782,-1185.7,0
"205",2019-11-22,7272.5,1410000,149.8,21120000,"Low","Low","Low","Low",-0.171989388712414,-1511.6,0
"206",2019-11-25,7115.6,1290000,145.9,17980000,"Low","Low","Low","Low",-0.17845102295294,-1546.6,0
"207",2019-11-26,7162.8,844270,147.61,10840000,"Low","Low","Low","Low",-0.154961480834798,-1314.5,0
"208",2019-11-27,7510.6,996490,152.7,13340000,"Low","Low","Low","Low",-0.0850104770722674,-698.799999999999,0
"209",2019-11-29,7742.7,766710,154.55,10490000,"Low","Low","Low","Low",-0.0494739555839278,-404,0
"210",2019-12-02,7298.2,687780,148.89,9180000,"Low","Low","Low","Low",-0.0989097823268678,-802.1,0
"211",2019-12-03,7291.8,548770,147.82,8730000,"Low","Low","Low","Low",-0.0440619305444486,-337.099999999999,0
"212",2019-12-04,7204.4,971750,145.79,12850000,"Low","Low","Low","Low",-0.00936404262633217,-69.1000000000004,0
"213",2019-12-05,7399.2,780780,148.69,9990000,"Low","Low","Low","Low",0.0398560908426555,282.599999999999,0
"214",2019-12-06,7530.8,706100,148.89,8770000,"Low","Low","Low","Low",0.0513765566538225,367,0
"215",2019-12-09,7355.8,648660,147.88,9670000,"Low","Low","Low","Low",-0.0206108699704418,-155.8,0
"216",2019-12-10,7235.7,609500,145.86,11120000,"Low","Low","Low","Low",-0.0654810337479174,-508,0
"217",2019-12-11,7208,518400,143.51,10930000,"Low","Low","Low","Low",-0.0123592118604587,-91.1999999999998,0
"218",2019-12-12,7208,611800,145.03,12230000,"Low","Low","Low","Low",-0.0114923612825366,-84.8000000000002,0
"219",2019-12-13,7255.2,503490,144.96,10950000,"Low","Low","Low","Low",0.00705124646049637,49.8000000000002,0
"220",2019-12-16,6903.5,689560,132.78,17600000,"Low","Low","Low","Low",-0.0669937290517894,-496.7,0
"221",2019-12-17,6613.3,894550,122.06,17040000,"Low","Low","Low","Low",-0.121833005789558,-918.5,0
"222",2019-12-18,7276,1140000,132.92,20230000,"Low","Low","Low","Low",-0.0108485820712907,-80.8000000000002,0
"223",2019-12-19,7165.5,778720,128.42,14220000,"Low","Low","Low","Low",-0.00970189477175665,-71.1999999999998,0
"224",2019-12-20,7196.4,627040,128.7,12290000,"Low","Low","Low","Low",-0.0016093229744728,-12.6000000000004,0
"225",2019-12-23,7322.8,952160,128.08,14730000,"Low","Low","Low","Low",0.0159267480577137,113.8,0
"226",2019-12-24,7268.3,785540,128.05,11440000,"Low","Low","Low","Low",0.00180560149961417,12.1000000000004,0
"227",2019-12-26,7210.9,795090,125.93,15550000,"Low","Low","Low","Low",0.0445281379010647,306.4,0
"228",2019-12-27,7261.7,718070,126.41,12250000,"Low","Low","Low","Low",0.0980448490163761,647.4,0
"229",2019-12-30,7261.8,606110,131.83,12470000,"Low","Low","Low","Low",-0.00195162177020336,-15.1999999999998,0
"230",2019-12-31,7196.4,586600,129.21,12890000,"Low","Low","Low","Low",0.00431232991417208,29.8999999999996,0
"231",2020-01-02,6967,632780,127.19,11450000,"Low","Low","Low","Low",-0.0318770496359291,-230.4,0
"232",2020-01-03,7343.1,936290,134.27,15670000,"Low","Low","Low","Low",0.00277216365324739,19.3000000000002,0
"233",2020-01-06,7759.1,786750,144.08,14360000,"Low","Low","Low","Low",0.0675261065173425,489.8,0
"234",2020-01-07,8155.7,1010000,143.04,13580000,"Low","Low","Low","Low",0.131023866646327,943.8,0
"235",2020-01-08,8059.6,1190000,140.81,13710000,"Low","Low","Low","Low",0.10987785229354,796.900000000001,0
"236",2020-01-09,7842.4,786500,137.92,11380000,"Low","Low","Low","Low",0.0799526288248091,579.599999999999,0
"237",2020-01-10,8187.1,1050000,144.81,13370000,"Low","Low","Low","Low",0.137666055249847,989.700000000001,0
"238",2020-01-13,8111.4,610660,143.6,10260000,"Low","Low","Low","Low",0.164260083249605,1143.4,0
"239",2020-01-14,8829.2,1480000,166.07,22850000,"Low","Low","Low","Low",0.202380466015716,1485.1,0
"240",2020-01-15,8818.3,1170000,166.45,16660000,"Low","Low","Low","Low",0.136510677784794,1058.2,0
"241",2020-01-16,8726.9,748320,164.36,16240000,"Low","Low","Low","Low",0.0700369067032873,570.2,0
"242",2020-01-17,8913.1,794110,170.22,18570000,"Low","Low","Low","Low",0.105898555759591,852.5,0
"243",2020-01-21,8732.6,540200,169.41,11520000,"Low","Low","Low","Low",0.113511170049985,889.200000000001,0
"244",2020-01-22,8678.5,509060,168.13,11300000,"Low","Low","Low","Low",0.0600212529467088,490.4,0
"245",2020-01-23,8405.1,722670,162.8,14860000,"Low","Low","Low","Low",0.0362082994304314,292.700000000001,0
"246",2020-01-24,8439.9,617020,162.55,14880000,"Low","Low","Low","Low",-0.0440923299959227,-390.300000000001,0
"247",2020-01-27,8866.6,706450,170.27,12540000,"Low","Low","Low","Low",0.00547724618123691,47.3000000000011,0
"248",2020-01-28,9377.3,954200,175.74,12630000,"Low","Low","Low","Medium",0.0745281829744813,649.4,0
